analysis4
t	x	y
0.0	-8.09008926932789E-6	-6.680179502457268E-6
0.1	-8.0712876766519E-6	-6.843508624935337E-6
0.2	-8.088480484470876E-6	-6.939671881329933E-6
0.30000000000000004	-7.857969439762512E-6	-6.834033062430997E-6
0.4	-7.847718819932527E-6	-6.73337827298795E-6
0.5	-7.739451095882356E-6	-6.489984957094521E-6
0.6000000000000001	-7.725690242500693E-6	-6.564345106944107E-6
0.7000000000000001	-7.54605017718375E-6	-6.6433780296481975E-6
0.8	-7.691087255019756E-6	-6.456512932282166E-6
0.9	-7.81806095403144E-6	-6.447931753731531E-6
1.0	-8.110867209239649E-6	-6.662889177223948E-6
1.1	-8.099998199005527E-6	-6.677449794065821E-6
1.2000000000000002	-8.153761725975124E-6	-6.721513119783654E-6
1.3	-8.11469766129789E-6	-6.634634801050556E-6
1.4000000000000001	-8.174395937999285E-6	-6.819767067231107E-6
1.5	-8.4169452990069E-6	-6.758376023552524E-6
1.6	-8.354084511593912E-6	-6.8322138263903555E-6
1.7000000000000002	-8.116343775558105E-6	-6.885226639452905E-6
1.8	-8.123869136247263E-6	-6.991978898775835E-6
1.9000000000000001	-7.88310149067082E-6	-6.975124098689129E-6
2.0	-8.013448312098788E-6	-6.851044547181285E-6
2.1	-8.024082180297421E-6	-6.698354470007846E-6
2.2	-8.043085042346162E-6	-6.818846545700592E-6
2.3000000000000003	-8.133546813271344E-6	-6.891457051374055E-6
2.4000000000000004	-8.354919776016E-6	-6.876777400087107E-6
2.5	-8.429286240374031E-6	-6.785260659939017E-6
2.6	-8.556651076116649E-6	-7.104959409364662E-6
2.7	-8.46160922606118E-6	-7.190395003575778E-6
2.8000000000000003	-8.428473788311997E-6	-7.318497210074545E-6
2.9000000000000004	-8.403110620428928E-6	-7.243753474677424E-6
3.0	-8.346640923443012E-6	-7.045873535176693E-6
3.1	-8.32362234448257E-6	-6.9374901520445E-6
3.2	-8.270222022619121E-6	-7.008740133752488E-6
3.3000000000000003	-7.979758281406998E-6	-7.055766437729539E-6
3.4000000000000004	-7.690716110938888E-6	-7.0029801221049756E-6
3.5	-7.802587556639428E-6	-7.019481678742684E-6
3.6	-8.047150719809266E-6	-7.037845832069038E-6
3.7	-8.191697872342471E-6	-6.791168672781983E-6
3.8000000000000003	-8.188717408714124E-6	-6.7872241253090994E-6
3.9000000000000004	-7.92853035958347E-6	-6.594911021789364E-6
4.0	-7.6998517686414E-6	-6.609310638338149E-6
4.1000000000000005	-7.864135630576456E-6	-6.4479448070615E-6
4.2	-7.831487208416155E-6	-6.299535795926095E-6
4.3	-7.721967309506003E-6	-6.047611406298926E-6
4.4	-7.669762335388904E-6	-6.009865012696505E-6
4.5	-7.464631597238311E-6	-5.855682126970648E-6
4.6000000000000005	-7.559534995697462E-6	-5.942948674778177E-6
4.7	-7.500571498301339E-6	-6.040454618115739E-6
4.800000000000001	-7.365303296976348E-6	-5.8255343082811174E-6
4.9	-7.292785993674738E-6	-5.837448790338766E-6
5.0	-7.44759340445435E-6	-6.020242229363473E-6
5.1000000000000005	-7.748972573853465E-6	-6.073158761528657E-6
5.2	-7.759528712790757E-6	-6.052172899000891E-6
5.300000000000001	-7.734099120428056E-6	-6.097669670781487E-6
5.4	-7.74123154264208E-6	-6.002380886284936E-6
5.5	-7.5706573848591716E-6	-6.021444060126278E-6
5.6000000000000005	-7.5535633728874446E-6	-6.1274124580400164E-6
5.7	-7.6469332117786E-6	-6.122226469305772E-6
5.800000000000001	-7.753303352404846E-6	-5.921356336675254E-6
5.9	-7.744076581705616E-6	-5.967316140610624E-6
6.0	-7.717566198516661E-6	-5.948366431797467E-6
6.1000000000000005	-7.746781838986127E-6	-6.102899546169612E-6
6.2	-7.839806305366987E-6	-6.360057395709008E-6
6.300000000000001	-7.649123212063701E-6	-6.4390401942798135E-6
6.4	-7.695014486299679E-6	-6.255116432438303E-6
6.5	-7.923816989010507E-6	-6.170463039730287E-6
6.6000000000000005	-8.118838753299432E-6	-6.247298354368558E-6
6.7	-8.356503492256757E-6	-6.135073697840258E-6
6.800000000000001	-8.426829203069703E-6	-6.046242166140279E-6
6.9	-8.552157696942705E-6	-6.036496111577297E-6
7.0	-8.499693915651564E-6	-5.8727523971795E-6
7.1000000000000005	-8.475934767379356E-6	-5.585157064053259E-6
7.2	-8.479936074546446E-6	-5.588493051842465E-6
7.300000000000001	-8.51667931103626E-6	-5.600325385871459E-6
7.4	-8.273903164271683E-6	-5.539194148151192E-6
7.5	-8.186170865119307E-6	-5.491684741129153E-6
7.6000000000000005	-8.073342620506763E-6	-5.4763369746322526E-6
7.7	-8.169625028153538E-6	-5.522235223966281E-6
7.800000000000001	-7.988384217529E-6	-5.4109350156564436E-6
7.9	-7.988827363734373E-6	-5.547929729168883E-6
8.0	-8.052756708136334E-6	-5.437002059263969E-6
8.1	-7.904293378644116E-6	-5.5541123186257014E-6
8.200000000000001	-7.951922911272517E-6	-5.46520170964961E-6
8.3	-8.135376721955472E-6	-5.2907770785408495E-6
8.4	-8.01406213210901E-6	-5.4098121305607265E-6
8.5	-7.754847537686002E-6	-5.4761693611405155E-6
8.6	-7.976102639459668E-6	-5.474881308896021E-6
8.700000000000001	-8.084836808528963E-6	-5.447676325230931E-6
8.8	-8.102708368222727E-6	-5.373799006014215E-6
8.9	-8.173401555381162E-6	-5.4098898272803155E-6
