analysis9
t	x	y
0.0	2.2189186938034057E-5	1.4409908447984366E-5
0.1	2.2065234493378402E-5	1.4212862465792813E-5
0.2	2.196058201102155E-5	1.4087215604111363E-5
0.30000000000000004	2.2143522856584175E-5	1.4068329619868457E-5
0.4	2.2016343418871947E-5	1.4109397934920323E-5
0.5	2.2010942870578116E-5	1.4144114561784842E-5
0.6000000000000001	2.2037367494414727E-5	1.4185576369411014E-5
0.7000000000000001	2.1873879415820864E-5	1.433725288856439E-5
0.8	2.1885960577571713E-5	1.4384156212027163E-5
0.9	2.1715599080041364E-5	1.436809069635237E-5
1.0	2.1633442380899634E-5	1.420683282359775E-5
1.1	2.1559468678275383E-5	1.4272773110612287E-5
1.2000000000000002	2.1584104260094097E-5	1.4389319776272621E-5
1.3	2.163796167501885E-5	1.4416662239212682E-5
1.4000000000000001	2.1710056899598762E-5	1.436423803150118E-5
1.5	2.175678191312189E-5	1.449657858002315E-5
1.6	2.1681361955317028E-5	1.449492733707522E-5
1.7000000000000002	2.182720050016946E-5	1.4554728904745562E-5
1.8	2.167786046026822E-5	1.4575282805769524E-5
1.9000000000000001	2.1406362151712845E-5	1.4686006146302249E-5
2.0	2.1334252907216006E-5	1.4688386723917259E-5
2.1	2.1276225688812254E-5	1.4716374673226844E-5
2.2	2.121475528907485E-5	1.49059900448323E-5
2.3000000000000003	2.1270460998243415E-5	1.4933210867180258E-5
2.4000000000000004	2.1257924931745787E-5	1.5070119296470295E-5
2.5	2.1251504779882224E-5	1.5128502910114789E-5
2.6	2.1273305398058057E-5	1.5095463012930453E-5
2.7	2.1005162051764206E-5	1.5037598273326373E-5
2.8000000000000003	2.1011192127339197E-5	1.50210349659772E-5
2.9000000000000004	2.1154473984520525E-5	1.5095683453138719E-5
3.0	2.119221129269538E-5	1.5122393219322255E-5
3.1	2.098444503343089E-5	1.512866448828077E-5
3.2	2.0741921773291597E-5	1.5157043145746257E-5
3.3000000000000003	2.0728650191523508E-5	1.528060818501421E-5
3.4000000000000004	2.0665784306421146E-5	1.5270722050302674E-5
3.5	2.0549170096133768E-5	1.496962347246811E-5
3.6	2.077298862933068E-5	1.481037056471911E-5
3.7	2.0940579428021723E-5	1.4807297968246176E-5
3.8000000000000003	2.093651717381137E-5	1.4798349532702386E-5
3.9000000000000004	2.124513477589808E-5	1.5107643354459963E-5
4.0	2.1188766393592422E-5	1.5123692305220401E-5
4.1000000000000005	2.1003999532992963E-5	1.510621380729685E-5
4.2	2.1197802973828963E-5	1.5054581887576096E-5
4.3	2.135885625346905E-5	1.5070504072578921E-5
4.4	2.156021927566457E-5	1.5158969055154381E-5
4.5	2.1784304713541793E-5	1.5072375531377354E-5
4.6000000000000005	2.184871433887362E-5	1.4985766425929188E-5
4.7	2.186008486264602E-5	1.495834966694285E-5
4.800000000000001	2.1822632923546827E-5	1.4966850944085146E-5
4.9	2.1783712301302168E-5	1.533125882252287E-5
5.0	2.1901174365257637E-5	1.5495492425976775E-5
5.1000000000000005	2.2243414467264603E-5	1.546519917619788E-5
5.2	2.2100307620721785E-5	1.5423694672306557E-5
5.300000000000001	2.2067235095336303E-5	1.5553955772393065E-5
5.4	2.2006251704398642E-5	1.5770179700467366E-5
5.5	2.195692507558765E-5	1.5917121114181066E-5
5.6000000000000005	2.1896866186694895E-5	1.57072568341773E-5
5.7	2.177719625648048E-5	1.5610395319255166E-5
5.800000000000001	2.1827128034026807E-5	1.5572952314282936E-5
5.9	2.1962215629269158E-5	1.5568730081602067E-5
6.0	2.1919764062770327E-5	1.561866415222675E-5
6.1000000000000005	2.180895058770821E-5	1.5585693154740146E-5
6.2	2.1707378426934843E-5	1.58356882827824E-5
6.300000000000001	2.16150497729785E-5	1.5849974964287564E-5
6.4	2.161690746018905E-5	1.5857451340706858E-5
6.5	2.144532267748101E-5	1.586781219452706E-5
6.6000000000000005	2.142974752633148E-5	1.5987947490137026E-5
6.7	2.1213873313964854E-5	1.5980622092894213E-5
6.800000000000001	2.115165229415148E-5	1.6053749107209088E-5
6.9	2.1141129166704418E-5	1.6292528670627155E-5
7.0	2.130884626628986E-5	1.6328670981353206E-5
7.1000000000000005	2.1446936454057247E-5	1.629131043028929E-5
7.2	2.1459240132982013E-5	1.6224497229240796E-5
7.300000000000001	2.1382130091026506E-5	1.6218855483428203E-5
7.4	2.1336844707402584E-5	1.620610142664101E-5
7.5	2.122334990199307E-5	1.6199765355267537E-5
7.6000000000000005	2.1027336355538915E-5	1.6156279603188566E-5
7.7	2.112187176724609E-5	1.6319628985718054E-5
7.800000000000001	2.1147297279683617E-5	1.619724159194878E-5
7.9	2.11163151413038E-5	1.6223002007396874E-5
8.0	2.076878926313122E-5	1.623850302739552E-5
8.1	2.0830696948493745E-5	1.6168297912755027E-5
8.200000000000001	2.0942751077807137E-5	1.609911039304108E-5
8.3	2.0956072247904844E-5	1.5870873571682242E-5
8.4	2.0831466736524942E-5	1.5791435252075563E-5
8.5	2.098224322090318E-5	1.6045003613744808E-5
8.6	2.0936135355383054E-5	1.5987895802820117E-5
8.700000000000001	2.0865706106320784E-5	1.6197120112361095E-5
8.8	2.076016773031189E-5	1.602140049483291E-5
8.9	2.0826407792464442E-5	1.603414765652917E-5
9.0	2.1101749960048565E-5	1.5971438466134084E-5
9.1	2.123945157116723E-5	1.587249464811435E-5
9.200000000000001	2.1419514685175406E-5	1.578651194416272E-5
9.3	2.1396352358391247E-5	1.557734450227687E-5
9.4	2.157604479283134E-5	1.5526086430453608E-5
9.5	2.1636109162616203E-5	1.5638321464013708E-5
9.600000000000001	2.1539365767904278E-5	1.5872223805542685E-5
9.700000000000001	2.1455775460007687E-5	1.5997251756740566E-5
9.8	2.1369775250356232E-5	1.6124923251053344E-5
9.9	2.125631991452282E-5	1.5951321088444258E-5
10.0	2.1235580458474935E-5	1.5977647907073383E-5
10.100000000000001	2.1123806248414928E-5	1.6044045535219673E-5
10.200000000000001	2.1196401791119335E-5	1.596388547652667E-5
10.3	2.1054224895068902E-5	1.5857190118397222E-5
10.4	2.1016993528513336E-5	1.5920767040034113E-5
10.5	2.0931573233444788E-5	1.591526975723806E-5
10.600000000000001	2.0730583270534742E-5	1.593316024514323E-5
10.700000000000001	2.0859326299814078E-5	1.586240978077477E-5
10.8	2.096864488453187E-5	1.583611835515757E-5
10.9	2.0964194949589042E-5	1.551571011712156E-5
