analysis12
t	x	y
0.0	-6.608107437697114E-6	1.6797295593164646E-5
0.1	-6.680061518918063E-6	1.6870363293505037E-5
0.2	-6.75912651114464E-6	1.6819434920716787E-5
0.30000000000000004	-7.016422254884739E-6	1.685118117262914E-5
0.4	-7.009373877554716E-6	1.6788237229803804E-5
0.5	-6.920067028701093E-6	1.6662253726256928E-5
0.6000000000000001	-6.885965430420442E-6	1.6642264804155844E-5
0.7000000000000001	-6.756470235496925E-6	1.659077337620506E-5
0.8	-6.738742609549885E-6	1.651287695991425E-5
0.9	-6.790072549014499E-6	1.6466035151449634E-5
1.0	-6.479819309835691E-6	1.6301917870473968E-5
1.1	-6.54503419523824E-6	1.636674148594634E-5
1.2000000000000002	-6.649056016256931E-6	1.6308864743220885E-5
1.3	-6.661105494514528E-6	1.6278510551436573E-5
1.4000000000000001	-6.731292185419198E-6	1.6230064138215757E-5
1.5	-6.952927653122284E-6	1.6107391188805277E-5
1.6	-7.015404374069785E-6	1.5957203947800546E-5
1.7000000000000002	-6.97369400998555E-6	1.6045858029657646E-5
1.8	-6.729104314336631E-6	1.6038323195221147E-5
1.9000000000000001	-6.7540486506558E-6	1.5935477842629986E-5
2.0	-6.834134460381722E-6	1.6078125940126164E-5
2.1	-6.7679093010442556E-6	1.631148437194652E-5
2.2	-6.913158245738392E-6	1.6553121762066652E-5
2.3000000000000003	-7.078798181156873E-6	1.6614536386890776E-5
2.4000000000000004	-7.245194932156702E-6	1.655668989035328E-5
2.5	-7.291224174834466E-6	1.6398835161895327E-5
2.6	-7.392568619372602E-6	1.6266164519126996E-5
2.7	-7.325476806168748E-6	1.6473029217695283E-5
2.8000000000000003	-7.528603478459289E-6	1.661103819394532E-5
2.9000000000000004	-7.708868132231027E-6	1.6687947264603733E-5
3.0	-7.505665693607988E-6	1.680651944989567E-5
3.1	-7.499297680541238E-6	1.6789964887162212E-5
3.2	-7.510616439101818E-6	1.68898816221642E-5
3.3000000000000003	-7.453533786841637E-6	1.7115121838037653E-5
3.4000000000000004	-7.499557641808059E-6	1.7108059251428348E-5
3.5	-7.569969925656747E-6	1.68956915462947E-5
3.6	-7.648492930586721E-6	1.683177177983331E-5
3.7	-7.652234915918478E-6	1.6849712272067872E-5
3.8000000000000003	-7.659152593323992E-6	1.685747656672511E-5
3.9000000000000004	-7.648482986611262E-6	1.6784928808543115E-5
4.0	-7.666429759355474E-6	1.6679236999208786E-5
4.1000000000000005	-7.526274409333264E-6	1.6619162818312602E-5
4.2	-7.2997251911305745E-6	1.6653704565527433E-5
4.3	-7.237597081132826E-6	1.6527388160924E-5
4.4	-6.911109797471085E-6	1.6532223368135593E-5
4.5	-6.816599672891405E-6	1.649738488505311E-5
4.6000000000000005	-6.921243023918816E-6	1.6580821067196773E-5
4.7	-7.051287066421277E-6	1.6438967621947E-5
4.800000000000001	-7.06040067868308E-6	1.6570408645420463E-5
4.9	-6.994758088094592E-6	1.6792589199238408E-5
5.0	-7.072253732641881E-6	1.6768346679561533E-5
5.1000000000000005	-6.970022626550687E-6	1.6780415514489805E-5
5.2	-6.938470143152972E-6	1.6763966956675065E-5
5.300000000000001	-7.146498974995419E-6	1.6746041140744113E-5
5.4	-7.172746306788333E-6	1.667860182998193E-5
5.5	-7.066395865502023E-6	1.679655137206206E-5
5.6000000000000005	-6.871503369210689E-6	1.6866932814798858E-5
5.7	-6.921483640120516E-6	1.7088817083240748E-5
5.800000000000001	-6.8487769813294744E-6	1.6913792297572658E-5
5.9	-6.6754248350471866E-6	1.700621334123826E-5
6.0	-6.624896658747776E-6	1.6972592907622222E-5
6.1000000000000005	-6.514658402701993E-6	1.6789481728022637E-5
6.2	-6.470280053708628E-6	1.701216041448364E-5
6.300000000000001	-6.243093965259992E-6	1.723290329577245E-5
6.4	-6.279079333669881E-6	1.7256376268494923E-5
6.5	-6.3628799737697935E-6	1.7079753813911974E-5
6.6000000000000005	-6.393002499823263E-6	1.6906475380020227E-5
6.7	-6.437185333096173E-6	1.704810031618908E-5
6.800000000000001	-6.447932656891903E-6	1.689182776962171E-5
6.9	-6.404091940727419E-6	1.672902626789819E-5
7.0	-6.570163941106221E-6	1.671523258692889E-5
7.1000000000000005	-6.6482621194472764E-6	1.6749165738164656E-5
7.2	-6.528670132628577E-6	1.674444110074855E-5
7.300000000000001	-6.232983265030036E-6	1.664886664293846E-5
7.4	-6.273125330830179E-6	1.6615456334227864E-5
7.5	-6.112182884065807E-6	1.6703195803550297E-5
7.6000000000000005	-6.094050920776838E-6	1.663157919941685E-5
7.7	-6.2259288191889625E-6	1.6746982006626378E-5
7.800000000000001	-6.287412706499593E-6	1.6873476874975742E-5
7.9	-6.264723175570269E-6	1.7011874088646753E-5
8.0	-6.191881629191014E-6	1.706177759816224E-5
8.1	-6.149013583551518E-6	1.71516425559564E-5
8.200000000000001	-6.075864514406743E-6	1.6798995152717648E-5
8.3	-6.135118830524645E-6	1.6572101590948954E-5
8.4	-6.140711130210205E-6	1.637850449951801E-5
8.5	-6.1780976151373825E-6	1.6364900012058988E-5
8.6	-6.152300828386403E-6	1.6421885385660533E-5
8.700000000000001	-6.098027184542962E-6	1.64963308066685E-5
8.8	-6.031923098971506E-6	1.6437903065398796E-5
8.9	-5.980608405001015E-6	1.6472343777817256E-5
9.0	-5.964112589193691E-6	1.6436999974709658E-5
9.1	-6.019451439970717E-6	1.624215260550766E-5
9.200000000000001	-6.024145200639403E-6	1.5988070376112622E-5
9.3	-6.03914887708491E-6	1.607775714116415E-5
9.4	-6.238677019385476E-6	1.6035444913804103E-5
9.5	-6.116392805718549E-6	1.6025227763409854E-5
9.600000000000001	-5.987890591169071E-6	1.602480476005941E-5
9.700000000000001	-5.843813355681944E-6	1.5774039090674445E-5
9.8	-5.840686892783001E-6	1.5799110587187335E-5
9.9	-5.896679556726177E-6	1.5868482537556764E-5
10.0	-5.846072505099402E-6	1.5861494138610844E-5
10.100000000000001	-5.655725574371885E-6	1.552045703803009E-5
10.200000000000001	-5.542051444664625E-6	1.5309733725726168E-5
10.3	-5.452285654365343E-6	1.5277523896873552E-5
10.4	-5.353321653198564E-6	1.5179047734946216E-5
10.5	-5.058988915507152E-6	1.525988172424689E-5
10.600000000000001	-5.009352792367936E-6	1.5283057243953995E-5
