anlysis1
t	x	y
0.0	5.656871696339346E-6	-3.066269213827379E-6
0.1	5.297675328381562E-6	-3.035883567928296E-6
0.2	5.141881702704029E-6	-3.183521776093943E-6
0.30000000000000004	4.958531515820705E-6	-3.395481901986242E-6
0.4	4.779470453885087E-6	-3.533465105433261E-6
0.5	4.636838361395138E-6	-3.6121553780638752E-6
0.6000000000000001	4.631983431995679E-6	-3.7287629846089262E-6
0.7000000000000001	4.6630530059098955E-6	-3.642045471499006E-6
0.8	4.5916656342571356E-6	-3.6934045812773953E-6
0.9	4.659469361515139E-6	-3.7091371520308768E-6
1.0	4.590532898580002E-6	-3.7675093292462996E-6
1.1	4.706892950541538E-6	-3.752678685614233E-6
1.2000000000000002	4.871825079946132E-6	-3.5981591450856275E-6
1.3	5.1285281236547825E-6	-3.367223202935081E-6
1.4000000000000001	5.399831803659941E-6	-3.412611976155563E-6
1.5	5.465404322550276E-6	-3.651383859005091E-6
1.6	5.4757480776056164E-6	-3.7917314181196518E-6
1.7000000000000002	5.324362967979795E-6	-3.927847893199999E-6
1.8	5.112822135047643E-6	-3.9058659057483736E-6
1.9000000000000001	5.1470561616232205E-6	-4.1566887961942475E-6
2.0	5.132085923779428E-6	-4.161352495034663E-6
2.1	4.915446337558963E-6	-4.41136085058949E-6
2.2	4.890087911235511E-6	-4.512980809202837E-6
2.3000000000000003	4.704920853686687E-6	-4.3434244379379164E-6
2.4000000000000004	4.692992663059846E-6	-4.3769422159382464E-6
2.5	4.631953944156629E-6	-4.303477740154419E-6
2.6	4.7422194451174015E-6	-4.188843670881781E-6
2.7	4.70628702877767E-6	-4.092357578204162E-6
2.8000000000000003	4.72701593502079E-6	-4.250484880521234E-6
2.9000000000000004	4.6938339885959265E-6	-4.3215303146589684E-6
3.0	4.676661723649129E-6	-4.462646406313674E-6
3.1	4.647926808317732E-6	-4.6265788445826306E-6
3.2	4.646951751842433E-6	-4.738942831522979E-6
3.3000000000000003	4.4547219170716155E-6	-4.8319918823059666E-6
3.4000000000000004	4.332597502312051E-6	-4.869145703660214E-6
3.5	4.42033750413092E-6	-4.9099636955392116E-6
3.6	4.3269962783489146E-6	-5.0687470474508565E-6
3.7	4.253714463139714E-6	-5.070585371040537E-6
3.8000000000000003	4.377154696592649E-6	-5.043473690359817E-6
3.9000000000000004	4.313823708021026E-6	-5.161646909753312E-6
4.0	4.184744000590146E-6	-5.175509864424122E-6
4.1000000000000005	4.1917729147870715E-6	-5.100378520361446E-6
4.2	4.233019346166235E-6	-4.877912459167571E-6
4.3	4.198916046183836E-6	-4.77817275714694E-6
4.4	4.149324895816926E-6	-4.950842755504066E-6
4.5	4.119795219433745E-6	-5.084069217593992E-6
4.6000000000000005	3.900555429668845E-6	-5.155720861108558E-6
4.7	3.840387713243005E-6	-5.3299406606270645E-6
4.800000000000001	3.786595604750972E-6	-5.245302738822897E-6
4.9	3.908240785790555E-6	-5.2865373899103725E-6
5.0	4.039230577204153E-6	-5.309527770296344E-6
5.1000000000000005	4.234040603820457E-6	-5.399649093931721E-6
5.2	4.313246289660464E-6	-5.4568399261262394E-6
5.300000000000001	4.26184676267659E-6	-5.334307014931795E-6
5.4	4.013276142669776E-6	-5.290593973924968E-6
5.5	4.034414031632101E-6	-5.094747793538852E-6
5.6000000000000005	3.991414285362786E-6	-5.097491120758342E-6
5.7	3.885958721167275E-6	-5.191696492557413E-6
5.800000000000001	3.7867741415425373E-6	-5.212530837305384E-6
5.9	3.8224091315124806E-6	-5.0686548314355626E-6
6.0	3.6715330586281145E-6	-5.07657718508305E-6
6.1000000000000005	3.6607035628490213E-6	-5.178869204172522E-6
6.2	3.7371235450686676E-6	-5.412022044993071E-6
6.300000000000001	3.7228757511939436E-6	-5.397075080272656E-6
6.4	3.5725605079087286E-6	-5.185043672987026E-6
6.5	3.4150703954515397E-6	-5.091960998812119E-6
6.6000000000000005	3.564015768232628E-6	-5.119396791210528E-6
6.7	3.4309806399413403E-6	-4.932740522400683E-6
6.800000000000001	3.3924047704361805E-6	-4.9325666787466515E-6
6.9	3.4182053095957202E-6	-5.02129104860677E-6
7.0	3.4109967933844087E-6	-5.050683582758209E-6
7.1000000000000005	3.323384695564739E-6	-4.849983382808026E-6
7.2	3.1871014679508985E-6	-4.823450635009483E-6
7.300000000000001	3.202648124620705E-6	-4.828673224520614E-6
7.4	3.0544436422776333E-6	-4.572949614710782E-6
7.5	2.888180383289987E-6	-4.533313057000467E-6
7.6000000000000005	2.926388448253956E-6	-4.54828103614543E-6
7.7	2.8339054248529498E-6	-4.558869924407865E-6
7.800000000000001	2.8964477657108286E-6	-4.392463352730751E-6
7.9	2.857336244655183E-6	-4.38932862760923E-6
8.0	2.8432959861697437E-6	-4.295208967544703E-6
8.1	2.9154009036312577E-6	-3.994246962076023E-6
8.200000000000001	2.764056937077919E-6	-4.099392479631337E-6
8.3	2.685619610263527E-6	-4.097896875119146E-6
8.4	2.7041421150458665E-6	-4.168003046930138E-6
8.5	2.7552578484281727E-6	-4.323532654351615E-6
8.6	2.787905152718056E-6	-4.228564974396233E-6
8.700000000000001	2.718915100425771E-6	-4.269588671463825E-6
8.8	2.6242766128592597E-6	-4.222812052698293E-6
8.9	2.414806544083366E-6	-4.3408825203748285E-6
9.0	2.401137047023672E-6	-4.451555011860887E-6
9.1	2.372217876556671E-6	-4.556745317602938E-6
