analysis3
t	x	y
0.0	-1.7589435989256962E-5	-4.0874932855863996E-6
0.1	-1.7534244167159465E-5	-4.204700257627772E-6
0.2	-1.752479594375738E-5	-4.135584312160946E-6
0.30000000000000004	-1.720283674579959E-5	-4.0731039192388755E-6
0.4	-1.7212207834396798E-5	-4.059845975928595E-6
0.5	-1.719768313071245E-5	-4.004171952183948E-6
0.6000000000000001	-1.7444237818418764E-5	-4.067398699423079E-6
0.7000000000000001	-1.7437150008266926E-5	-4.071489746856942E-6
0.8	-1.747649701524502E-5	-3.986958489329015E-6
0.9	-1.746338597695496E-5	-3.7791659366265734E-6
1.0	-1.7781375945438894E-5	-3.7232801686153564E-6
1.1	-1.778030112661739E-5	-3.516954498767756E-6
1.2000000000000002	-1.7705112595974164E-5	-3.539838164452782E-6
1.3	-1.752794908642681E-5	-3.3394449628677768E-6
1.4000000000000001	-1.736772329457761E-5	-3.1679167346062415E-6
1.5	-1.745355226545163E-5	-3.1893360775623515E-6
1.6	-1.7418510558911787E-5	-3.1123152808856816E-6
1.7000000000000002	-1.742857967516438E-5	-3.039469657977381E-6
1.8	-1.738979681625817E-5	-2.795134525241576E-6
1.9000000000000001	-1.7636812617915753E-5	-2.8403698483743113E-6
2.0	-1.7635463082478196E-5	-3.005175915774375E-6
2.1	-1.7651394642018572E-5	-3.093045383229312E-6
2.2	-1.774294296086436E-5	-3.240033061908208E-6
2.3000000000000003	-1.7724153424273484E-5	-3.2274696548261462E-6
2.4000000000000004	-1.7643643743509257E-5	-3.2671255978088877E-6
2.5	-1.7752474063217374E-5	-3.3195194514071E-6
2.6	-1.769658921240331E-5	-3.2074038796157034E-6
2.7	-1.767810441949064E-5	-3.3461913700911857E-6
2.8000000000000003	-1.7677566428527238E-5	-3.3474905770136573E-6
2.9000000000000004	-1.7622160527530377E-5	-3.4191370903474924E-6
3.0	-1.7526798244435627E-5	-3.4121968120948677E-6
3.1	-1.7568353130287705E-5	-3.472581623919718E-6
3.2	-1.7724495159173553E-5	-3.487461615487238E-6
3.3000000000000003	-1.7694821196659925E-5	-3.608259222613437E-6
3.4000000000000004	-1.791990937883956E-5	-3.832383168118606E-6
3.5	-1.7774046252682954E-5	-3.769343044667404E-6
3.6	-1.75053816345516E-5	-3.7057859221026584E-6
3.7	-1.7581236103783788E-5	-3.587696030176899E-6
3.8000000000000003	-1.77204018690752E-5	-3.3479884251403133E-6
3.9000000000000004	-1.7734069222823054E-5	-3.3585464025644607E-6
4.0	-1.7571999637811152E-5	-3.5748452494707404E-6
4.1000000000000005	-1.737053228838779E-5	-3.7540903607028526E-6
4.2	-1.7389468797197072E-5	-3.873594466402687E-6
4.3	-1.742637235911028E-5	-3.760284860089684E-6
4.4	-1.746571125106077E-5	-3.814848108259973E-6
4.5	-1.740538994071016E-5	-4.018662797515766E-6
4.6000000000000005	-1.744513076048855E-5	-3.931049742489892E-6
4.7	-1.76305540013145E-5	-4.072418811189143E-6
4.800000000000001	-1.7716171985244112E-5	-4.122394669311262E-6
4.9	-1.7525721203404898E-5	-4.072434246921141E-6
5.0	-1.7521547417650195E-5	-3.881994985118045E-6
5.1000000000000005	-1.738419995701756E-5	-3.788289962537845E-6
5.2	-1.7332067619390233E-5	-3.6321607706665094E-6
5.300000000000001	-1.7400568564448563E-5	-3.6810475238481524E-6
5.4	-1.7485117241653736E-5	-3.900814543217984E-6
5.5	-1.730153106318704E-5	-3.8015815189395554E-6
5.6000000000000005	-1.7073865559903608E-5	-3.865348071227383E-6
5.7	-1.700489866917553E-5	-3.921598779294511E-6
5.800000000000001	-1.6874242580953014E-5	-4.059133086945743E-6
5.9	-1.6659242440016716E-5	-3.853802925845405E-6
6.0	-1.6594079045022573E-5	-3.967177611243561E-6
6.1000000000000005	-1.6422436998561103E-5	-4.054069226245049E-6
6.2	-1.6393118324007253E-5	-4.114621037404711E-6
6.300000000000001	-1.623553420491746E-5	-4.182684208196734E-6
6.4	-1.6250332469650404E-5	-4.274540012245519E-6
